Time	Node	Event	SeqNo
0	2	Incoming interest	0
0	3	Incoming interest	0
0	6	Incoming interest	0
0	9	Incoming interest	0
0	12	Incoming interest	0
3.4e-05	2	Broadcasting	
7.8008e-05	18	Incoming interest	0
7.801e-05	22	Incoming interest	0
7.8012e-05	21	Incoming interest	0
7.8016e-05	4	Incoming interest	0
7.8016e-05	24	Incoming interest	0
7.8025e-05	42	Incoming interest	0
7.8028e-05	30	Incoming interest	0
7.803e-05	15	Incoming interest	0
7.803e-05	36	Incoming interest	0
7.803e-05	41	Incoming interest	0
7.8032e-05	6	Incoming interest	0
7.804e-05	26	Incoming interest	0
7.804e-05	35	Incoming interest	0
7.8041e-05	7	Incoming interest	0
7.8041e-05	45	Incoming interest	0
7.8042e-05	25	Incoming interest	0
7.8043e-05	49	Incoming interest	0
7.8045e-05	16	Incoming interest	0
7.8046e-05	27	Incoming interest	0
7.8048e-05	28	Incoming interest	0
7.805e-05	33	Incoming interest	0
7.8051e-05	31	Incoming interest	0
7.8058e-05	37	Incoming interest	0
7.806e-05	20	Incoming interest	0
7.8061e-05	5	Incoming interest	0
7.8064e-05	17	Incoming interest	0
7.8065e-05	43	Incoming interest	0
7.8066e-05	13	Incoming interest	0
7.8068e-05	47	Incoming interest	0
7.8084e-05	39	Incoming interest	0
7.8086e-05	38	Incoming interest	0
7.8093e-05	46	Incoming interest	0
7.8094e-05	40	Incoming interest	0
7.8095e-05	29	Incoming interest	0
7.8098e-05	48	Incoming interest	0
7.8099e-05	23	Incoming interest	0
7.8103e-05	10	Incoming interest	0
7.8104e-05	32	Incoming interest	0
7.8107e-05	44	Incoming interest	0
7.8109e-05	1	Incoming interest	0
7.8109e-05	11	Incoming interest	0
7.811e-05	34	Incoming interest	0
7.8111e-05	12	Incoming interest	0
7.8117e-05	9	Incoming interest	0
7.8119e-05	8	Incoming interest	0
7.8121e-05	0	Incoming interest	0
7.8121e-05	0	DataCached	0
7.8123e-05	3	Incoming interest	0
7.8125e-05	14	Incoming interest	0
7.8128e-05	19	Incoming interest	0
0.000148032	6	Broadcasting	
0.000192064	2	Incoming interest	0
0.000192138	3	Incoming interest	0
0.000192145	0	Incoming interest	0
0.000192145	9	Incoming interest	0
0.000253077	33	Broadcasting	
0.000297085	37	Incoming interest	0
0.000297087	20	Incoming interest	0
0.000297094	13	Incoming interest	0
0.000297096	25	Incoming interest	0
0.000297101	47	Incoming interest	0
0.000297104	5	Incoming interest	0
0.000297105	42	Incoming interest	0
0.000297106	27	Incoming interest	0
0.000297109	7	Incoming interest	0
0.00029711	49	Incoming interest	0
0.000297113	16	Incoming interest	0
0.000297113	38	Incoming interest	0
0.000297117	21	Incoming interest	0
0.000297117	36	Incoming interest	0
0.000297118	43	Incoming interest	0
0.00029712	18	Incoming interest	0
0.00029712	39	Incoming interest	0
0.000297122	6	Incoming interest	0
0.000297123	45	Incoming interest	0
0.000297125	24	Incoming interest	0
0.000297126	23	Incoming interest	0
0.000297127	2	Incoming interest	0
0.000297128	31	Incoming interest	0
0.000297131	22	Incoming interest	0
0.000297131	41	Incoming interest	0
0.000297132	15	Incoming interest	0
0.000297135	17	Incoming interest	0
0.000297137	29	Incoming interest	0
0.000297137	34	Incoming interest	0
0.000297137	44	Incoming interest	0
0.000297138	28	Incoming interest	0
0.000297138	48	Incoming interest	0
0.000297139	12	Incoming interest	0
0.000297143	4	Incoming interest	0
0.000297144	10	Incoming interest	0
0.000297146	9	Incoming interest	0
0.000297148	0	Incoming interest	0
0.000297148	30	Incoming interest	0
0.000297148	46	Incoming interest	0
0.000297149	35	Incoming interest	0
0.000297151	3	Incoming interest	0
0.000297152	26	Incoming interest	0
0.000297155	19	Incoming interest	0
0.000297159	32	Incoming interest	0
0.000297161	1	Incoming interest	0
0.000297162	8	Incoming interest	0
0.000297166	11	Incoming interest	0
0.000297168	14	Incoming interest	0
0.000367151	3	Broadcasting	
0.000411163	12	Incoming interest	0
0.000411171	44	Incoming interest	0
0.000411172	19	Incoming interest	0
0.000411186	0	Incoming interest	0
0.000411186	34	Incoming interest	0
0.000411189	38	Incoming interest	0
0.000411191	23	Incoming interest	0
0.000411197	39	Incoming interest	0
0.0004112	9	Incoming interest	0
0.000411207	47	Incoming interest	0
0.000411208	13	Incoming interest	0
0.000411214	20	Incoming interest	0
0.000411217	37	Incoming interest	0
0.000411224	43	Incoming interest	0
0.000411225	33	Incoming interest	0
0.000411232	48	Incoming interest	0
0.000411233	5	Incoming interest	0
0.000411237	29	Incoming interest	0
0.000411238	10	Incoming interest	0
0.00041124	7	Incoming interest	0
0.000411242	25	Incoming interest	0
0.000411246	17	Incoming interest	0
0.000411247	27	Incoming interest	0
0.000411249	31	Incoming interest	0
0.000411251	8	Incoming interest	0
0.000411253	14	Incoming interest	0
0.000411253	49	Incoming interest	0
0.000411254	36	Incoming interest	0
0.000411254	42	Incoming interest	0
0.000411255	16	Incoming interest	0
0.000411257	6	Incoming interest	0
0.000411261	46	Incoming interest	0
0.000411264	1	Incoming interest	0
0.000411265	21	Incoming interest	0
0.000411267	32	Incoming interest	0
0.000411267	45	Incoming interest	0
0.000411268	18	Incoming interest	0
0.000411268	24	Incoming interest	0
0.000411274	2	Incoming interest	0
0.000411274	11	Incoming interest	0
0.000411278	41	Incoming interest	0
0.000411279	15	Incoming interest	0
0.00041128	22	Incoming interest	0
0.000411281	28	Incoming interest	0
0.00041129	4	Incoming interest	0
0.000411296	30	Incoming interest	0
0.000411296	35	Incoming interest	0
0.0004113	26	Incoming interest	0
0.000445278	41	Broadcasting	
0.000489308	2	Incoming interest	0
0.000489337	6	Incoming interest	0
0.000489383	40	Incoming interest	0
0.000489387	9	Incoming interest	0
0.000489394	12	Incoming interest	0
0.000489395	0	Incoming interest	0
0.000489405	3	Incoming interest	0
0.000550384	34	Broadcasting	
0.000550387	9	Broadcasting	
0.000550394	12	Broadcasting	
0.000594404	44	Incoming interest	0
0.000697395	0	Broadcasting	
0.00108541	34	DataCached	0
0.00108541	9	DataCached	0
0.00108541	19	DataCached	0
0.00108542	23	DataCached	0
0.00108543	3	DataCached	0
0.00108543	12	DataCached	0
0.00108544	38	DataCached	0
0.00108544	44	DataCached	0
0.00108545	48	DataCached	0
0.00108545	10	DataCached	0
0.00108545	29	DataCached	0
0.00108545	13	DataCached	0
0.00108545	40	DataCached	0
0.00108546	20	DataCached	0
0.00108546	37	DataCached	0
0.00108546	39	DataCached	0
0.00108546	47	DataCached	0
0.00108546	5	DataCached	0
0.00108546	8	DataCached	0
0.00108546	14	DataCached	0
0.00108547	33	DataCached	0
0.00108548	1	DataCached	0
0.00108548	25	DataCached	0
0.00108548	46	DataCached	0
0.00108548	27	DataCached	0
0.00108548	32	DataCached	0
0.00108548	43	DataCached	0
0.00108548	49	DataCached	0
0.00108548	16	DataCached	0
0.00108549	11	DataCached	0
0.00108549	7	DataCached	0
0.00108549	42	DataCached	0
0.0010855	45	DataCached	0
0.00108551	21	DataCached	0
0.00108551	36	DataCached	0
0.00108551	31	DataCached	0
0.00108551	6	DataCached	0
0.00108551	17	DataCached	0
0.00108551	18	DataCached	0
0.00108551	28	DataCached	0
0.00108551	41	DataCached	0
0.00108551	15	DataCached	0
0.00108552	24	DataCached	0
0.00108552	2	DataCached	0
0.00108552	22	DataCached	0
0.00108553	35	DataCached	0
0.00108553	4	DataCached	0
0.00108553	26	DataCached	0
0.00108553	30	DataCached	0
0.00113753	35	Broadcasting	
0.00118156	45	Incoming interest	0
0.00118156	18	Incoming interest	0
0.00118157	21	Incoming interest	0
0.00118157	2	Incoming interest	0
0.00118157	16	Incoming interest	0
0.00118157	49	Incoming interest	0
0.00118157	42	Incoming interest	0
0.00118158	27	Incoming interest	0
0.00118158	25	Incoming interest	0
0.00118158	24	Incoming interest	0
0.00118159	5	Incoming interest	0
0.0011816	36	Incoming interest	0
0.0011816	6	Incoming interest	0
0.0011816	33	Incoming interest	0
0.00118161	7	Incoming interest	0
0.00118161	46	Incoming interest	0
0.00118161	37	Incoming interest	0
0.00118161	20	Incoming interest	0
0.00118162	32	Incoming interest	0
0.00118162	11	Incoming interest	0
0.00118162	13	Incoming interest	0
0.00118162	29	Incoming interest	0
0.00118162	31	Incoming interest	0
0.00118162	1	Incoming interest	0
0.00118162	47	Incoming interest	0
0.00118162	48	Incoming interest	0
0.00118162	10	Incoming interest	0
0.00118163	43	Incoming interest	0
0.00118163	17	Incoming interest	0
0.00118163	38	Incoming interest	0
0.00118164	8	Incoming interest	0
0.00118164	23	Incoming interest	0
0.00118164	39	Incoming interest	0
0.00118164	14	Incoming interest	0
0.00118165	34	Incoming interest	0
0.00118165	9	Incoming interest	0
0.00118166	0	Incoming interest	0
0.00118166	12	Incoming interest	0
0.00118167	19	Incoming interest	0
0.00118167	3	Incoming interest	0
0.00124266	0	Broadcasting	
0.00168271	44	Broadcasting	
0.00212276	0	Broadcasting	
0.00262588	22	Broadcasting	
0.00262589	30	Broadcasting	
0.1	2	Incoming interest	1
0.1	2	Broadcasting	
0.1	3	Incoming interest	1
0.1	3	Broadcasting	
0.1	6	Incoming interest	1
0.1	6	Broadcasting	
0.1	9	Incoming interest	1
0.1	9	Broadcasting	
0.1	12	Incoming interest	1
0.1	12	Broadcasting	
0.100044	36	Incoming interest	1
0.100078	36	Broadcasting	
0.100122	6	Incoming interest	1
0.100122	7	Incoming interest	1
0.100122	24	Incoming interest	1
0.100122	31	Incoming interest	1
0.100122	2	Incoming interest	1
0.100122	18	Incoming interest	1
0.100122	21	Incoming interest	1
0.100122	17	Incoming interest	1
0.100122	42	Incoming interest	1
0.100122	43	Incoming interest	1
0.100122	22	Incoming interest	1
0.100122	33	Incoming interest	1
0.100122	25	Incoming interest	1
0.100122	4	Incoming interest	1
0.100122	37	Incoming interest	1
0.100122	20	Incoming interest	1
0.100122	47	Incoming interest	1
0.100122	13	Incoming interest	1
0.100122	27	Incoming interest	1
0.100122	49	Incoming interest	1
0.100122	15	Incoming interest	1
0.100122	41	Incoming interest	1
0.100122	16	Incoming interest	1
