Time	NodeId	X	Y	Z
0.00125903	2	230	20	0
0.0027441	1	110	20	0
0.00605923	0	0	20	0
1.00108	2	230	20	0
1.00183	1	110	20	0
1.00585	0	0	20	0
3.00132	2	230	20	0
3.00252	1	110	20	0
3.10195	0	0	20	0
4.00131	2	230	20	0
4.00186	1	110	20	0
4.00653	0	0	20	0
6.00065	2	230	20	0
6.00441	1	110	20	0
6.00441	0	0	20	0
